"Describe a famous person","Pick a famous person from a country where your target language is spoken. Write or speak about their background, accomplishments, and any interesting anecdotes."
"Create a bucket list","Write a bucket list of things you'd like to do or accomplish in your target language. Include travel destinations, personal goals, and any experiences you want to have."
"Explain a current trend","Choose a current trend or fad in a country where your target language is spoken. Write or speak about the origins, popularity, and any potential impact of the trend."
"Give a sales pitch","Select a product or service and create a sales pitch in your target language. Highlight the features, benefits, and reasons why someone should buy or use it."
"Discuss a social issue","Choose a social issue affecting a country where your target language is spoken. Write or speak about the causes, consequences, and potential solutions to the problem."
"Write a public service announcement","Create a public service announcement in your target language, addressing a health, safety, or environmental issue. Include a clear message, facts, and a call to action."
"Create a list of motivational quotes","Compile a list of motivational quotes in your target language. Look for quotes from famous speakers, writers, or historical figures related to the country where your target language is spoken."
"Discuss a personal achievement","Write or speak about a personal achievement in your target language. Explain the steps you took to reach your goal, any obstacles you faced, and how you felt upon accomplishing it."
"Prepare a job application","Imagine you're applying for a job in a country where your target language is spoken. Write a cover letter and update your resume, highlighting your skills and experiences in the target language."
"Translate a news headline","Find a news headline in your target language and translate it into your native language. Read the article to understand the context and provide a brief summary."
"Create a vocabulary quiz","Design a vocabulary quiz in your target language,including words and phrases from various topics."
